stdno,name,gender,country,curriculum,scholarship,college,earned,classif,yearlevel,allowed,grp,npriority,nalternates,ncurrent
1529-94296,Carol Springer,F,1,BSN-2011,0,CHE,96,3,3,23,4,4,0,0,
5657-61312,Dan Anderson,M,1,BSEE-2011,0,CEAT,86,2,3,20,4,6,0,0,
2204-17221,Lucas Smith,M,1,BSEE-2011,0,CEAT,104,3,4,20,4,5,1,0,
2131-92021,Sean Hemmings,M,1,BSCS-2011-SP-PR,0,CAS,68,2,3,18,4,7,6,0,
3235-82332,Edward Piper,M,1,BSIE-2013,0,CEAT,111,3,4,21,4,8,9,0,
3514-70685,Stephen Nash,M,1,BSF-2011,0,CFNR,30,1,2,21,4,8,0,0,
4676-04535,Julian Sanderson,M,1,BSN-2011,0,CHE,90,3,3,23,4,6,0,0,
7451-13509,David Roberts,F,1,BSN-2011,0,CHE,51,2,2,20,4,8,2,0,
4627-54474,Lisa Nash,F,1,BSCHE-2011-ST,0,CEAT,111,3,4,21,4,7,4,0,
0256-96342,Maria Ince,F,1,BSAECO-2011,0,CEM,92,3,4,18,4,4,0,0,
1376-27360,Katherine Taylor,F,1,BSHE-2011,0,CHE,65,2,3,21,4,9,7,0,
6099-49398,Sam Hardacre,F,1,BSHE-2011,0,CHE,98,3,3,21,4,8,6,0,
1202-60369,Christopher Hunter,M,1,BSA-2011,0,CA,54,2,2,18,4,7,4,0,
3044-04282,Matt May,F,1,BSFT-2011,0,CA,88,3,3,18,4,8,2,0,
3279-61456,Faith Graham,F,1,BSHE-2011,0,CHE,39,2,2,20,4,9,11,0,
1699-62150,Emily Bell,F,1,BSN-2011,0,CHE,54,2,2,20,4,7,3,0,
2840-34761,Lisa Nash,M,1,BSAECO-2011,0,CEM,89,3,3,18,4,6,2,0,
6504-02077,Alison White,M,1,BSDC-2011,0,CDC,93,3,4,18,4,6,3,0,
4248-32152,Steven King,F,1,BSAP-2011,0,CAS,73,2,3,20,4,2,0,0,
8215-46753,Joshua Metcalfe,F,1,BSAECO-2011,0,CEM,78,3,3,18,4,6,8,0,
4767-48638,Dominic Allan,F,1,BSCE-2011,0,CEAT,96,3,4,21,4,7,0,0,
1659-70987,Natalie Rutherford,M,1,BSCE-2011,0,CEAT,96,3,4,21,4,8,4,0,
8989-83698,Hannah Grant,F,1,BSCHE-2011-PPT-TH,0,CEAT,97,3,3,21,4,7,7,0,
8214-98481,Karen McDonald,M,1,BSEE-2011,0,CEAT,104,3,4,20,4,5,1,0,
2666-13229,Austin Lewis,F,1,BSMST-2011-MATH,0,CAS,108,3,4,12,4,4,0,0,
3251-35438,Carolyn Wallace,F,1,BSEE-2011,0,CEAT,92,2,3,20,4,4,0,0,
5012-55677,Evan Hill,F,1,BSMATH-2011,0,CAS,102,3,4,18,4,6,1,0,
0640-63861,Penelope Graham,M,1,BSCHE-2011-GEN,0,CEAT,110,3,4,19,4,9,6,0,
6639-20195,Pippa Wright,F,1,BSBIO-2011,0,CAS,91,3,3,21,4,3,0,0,
5828-94349,Dylan Lewis,M,1,BSCE-2011,0,CEAT,69,2,3,17,4,6,3,0,
2297-16394,Austin Lyman,F,1,BSA-2011-PR,0,CA,86,3,3,21,4,8,4,0,
6253-45357,Dylan Buckland,M,1,DVM-2002,0,CVM,77,2,3,21,4,6,1,0,
1619-59715,John Mitchell,F,1,BSAECO-2011,0,CEM,87,3,3,18,4,8,7,0,
9187-58790,Sally Forsyth,F,1,BASOC-2012,0,CAS,81,3,3,18,4,8,4,0,
6123-54360,Amanda Gray,M,1,BSAECO-2011,0,CEM,78,3,3,18,4,7,8,0,
8571-06334,Austin Lewis,F,1,BSAECO-2011,0,CEM,69,2,3,18,4,6,5,0,
9378-66689,Audrey Abraham,F,1,BAPHLO-2011,0,CAS,81,3,3,18,4,7,1,0,
7818-55948,Robert Morgan,M,1,BSCS-2011-SP-PR,0,CAS,56,2,3,18,4,7,8,0,
6148-87623,Christian Clark,M,1,BSA-2011-PR,0,CA,60,2,3,21,4,7,5,0,
4486-04840,James Oliver,M,1,BSABE-2011,0,CEAT,104,3,4,20,4,6,3,0,
5491-83643,Jessica Rampling,F,1,BSCHE-2011-GEN,0,CEAT,78,2,3,20,4,4,0,0,
7574-84550,Neil Welch,F,1,BSA-2011,0,CA,112,3,4,21,4,7,6,0,
5184-76692,Ryan Kerr,M,1,BSEE-2011,0,CEAT,79,2,3,20,4,5,0,0,
5812-12055,Rose Jackson,M,1,BSCE-2011,0,CEAT,98,3,4,21,4,7,4,0,
2167-50458,Sue Scott,F,1,BSCE-2011,0,CEAT,75,2,3,17,4,7,4,0,
5327-15241,Neil Coleman,M,1,BSEE-2011,0,CEAT,66,2,3,20,4,5,2,0,
5082-04237,Andrew Harris,F,1,BSA-2011,0,CA,60,2,3,21,4,9,4,0,
8620-44512,Theresa Grant,F,1,BSCE-2011,0,CEAT,95,3,4,21,4,7,0,0,
0392-77108,Evan Hodges,F,1,DVM-2002,0,CVM,84,2,3,21,4,7,0,0,
7142-10636,Jan Parsons,F,1,DVM-2011,0,CVM,88,2,3,18,4,5,2,0,
7260-60981,Theresa Fraser,F,1,BSSTAT-2011,0,CAS,83,3,3,18,4,7,3,0,
0582-91189,Chloe Dyer,M,1,BSBIO-2011,0,CAS,57,2,3,21,4,7,5,0,
1319-15056,Lucas Hudson,F,1,BSCE-2011,0,CEAT,76,2,3,17,4,5,13,0,
3951-59169,Adam Marshall,F,1,BSA-2011,0,CA,57,2,3,21,4,8,6,0,
9591-38539,Sue Wallace,M,1,BSMATH-2011,0,CAS,75,3,3,18,4,6,1,0,
6442-46542,Austin MacLeod,M,1,BSEE-2011,0,CEAT,80,2,3,20,4,6,2,0,
3769-68744,James Clark,F,1,BSHE-2011,0,CHE,98,3,3,21,4,7,4,0,
0732-98860,Anna Davidson,F,1,BSAECO-2011,0,CEM,60,2,3,18,4,8,12,0,
4359-15896,Leah Gray,F,1,BSDC-2011,0,CDC,84,3,3,18,4,6,3,0,
1791-07940,Ella Bond,M,1,BSAECO-2011,0,CEM,69,2,3,18,4,6,4,0,
7939-50037,Anne Arnold,M,1,BSF-2011,0,CFNR,57,2,3,21,4,6,1,0,
4506-04885,Phil Russell,F,1,BSCHE-2011-GEN,0,CEAT,104,3,4,19,4,8,5,0,
6914-65145,Megan Murray,M,1,BSECO-2012,0,CEM,53,2,3,18,4,6,4,0,
9288-75814,Julia Langdon,M,1,BSA-2011,0,CA,90,3,3,21,4,7,5,0,
9362-52506,Andrew Berry,M,1,BSEE-2011,0,CEAT,94,3,4,20,4,6,1,0,
8291-95296,Austin White,M,1,BSAECO-2011,0,CEM,81,3,3,18,4,7,5,0,
5623-95406,Justin McLean,F,1,BSCHE-2011-GEN,0,CEAT,102,3,4,19,4,7,2,0,
1505-89808,Stewart Lewis,F,1,BSCHE-2011-GEN,0,CEAT,73,2,3,20,4,4,0,0,
4239-61968,Thomas Carr,M,1,BSCE-2011,0,CEAT,108,3,4,21,4,9,1,0,
7322-22292,Victor Burgess,M,1,BSCE-2011,0,CEAT,104,3,4,21,4,7,4,0,
4515-50918,Austin Lewis,F,1,BSCHE-2011-GEN,0,CEAT,111,3,4,19,4,7,6,0,
5223-35230,Brian Newman,F,1,BSECO-2012,0,CEM,80,3,3,18,4,8,4,0,
3795-40503,Leah Gray,F,1,DVM-2011,0,CVM,91,2,3,18,4,7,0,0,
2761-03023,Pippa North,F,1,BSA-2011,0,CA,71,2,3,21,4,8,4,0,
7884-15486,Victor Abraham,F,1,BSDC-2011,0,CDC,102,3,4,18,4,6,2,0,
5062-48730,Justin Forsyth,M,1,BSCHEM-2011,0,CAS,69,2,3,19,4,6,0,0,
2031-38531,Ruth Grant,M,1,BSDC-2011,0,CDC,84,3,3,18,4,6,4,0,
5935-40945,Brian Newman,M,1,BSAM-2011,0,CAS,81,3,3,18,4,6,0,0,
5212-80476,Jane Lambert,F,1,BSAM-2011,0,CAS,84,3,3,18,4,6,0,0,
0621-93989,Diana Martin,F,1,BSAP-2011,0,CAS,83,3,3,20,4,6,0,0,
2338-49447,Amy Allan,F,1,BSCHE-2011-GEN,0,CEAT,86,2,3,20,4,7,2,0,
8318-76494,Evan Clark,M,1,BSECO-2012,0,CEM,83,3,3,18,4,4,0,0,
0222-49394,Anne Arnold,M,1,BSA-2011-PR,0,CA,108,3,4,21,4,7,4,0,
9877-57240,Joan Wright,F,1,BSMATH-2011,0,CAS,55,2,3,18,4,5,0,0,
0161-53304,Victor Burgess,M,1,BSAECO-2011,0,CEM,54,2,3,18,4,6,6,0,
2130-27815,Dominic Langdon,F,1,BSBIO-2011,0,CAS,76,2,3,21,4,8,4,0,
8860-22731,Amy Allan,M,1,BSEE-2011,0,CEAT,113,3,4,20,4,6,0,0,
3294-76182,Kimberly Bower,M,1,BSBIO-2011,0,CAS,57,2,3,21,4,7,1,0,
8852-44806,Neil Marshall,F,1,BSABE-2011,0,CEAT,101,3,4,20,4,6,1,0,
4951-32941,Neil Coleman,M,1,BSAP-2011,0,CAS,52,2,2,18,4,6,4,0,
4150-52607,Jake Howard,F,1,BSAM-2011,0,CAS,90,3,4,18,4,6,1,0,
3124-28019,Donna McDonald,M,1,BSCHE-2011-GEN,0,CEAT,95,2,3,20,4,8,3,0,
2708-94195,Elizabeth Vaughan,F,1,BSEE-2011,0,CEAT,69,2,3,20,4,6,1,0,
1012-78542,Jake Howard,M,1,BSN-2011,0,CHE,48,2,2,20,4,5,0,0,
4955-82206,Warren Rutherford,M,1,BSABM-2011,0,CEM,74,3,3,18,4,8,6,0,
3728-52406,Dorothy Russell,M,1,BSEE-2011,0,CEAT,68,2,3,20,4,7,6,0,
7550-21088,Blake Sanderson,F,1,BSIE-2013,0,CEAT,110,3,4,21,4,7,7,0,
3231-50650,Jan Parsons,F,1,DVM-2002,0,CVM,77,2,3,21,4,6,3,0,
5043-35530,Amelia James,F,1,BSCHEM-2011,0,CAS,83,3,3,19,4,7,2,0,
6636-93086,Neil Welch,M,1,BSCS-2011-SP-PR,0,CAS,56,2,3,18,4,8,9,0,
3775-60280,Sally Skinner,F,1,BSF-2011,0,CFNR,51,2,2,21,4,7,3,0,
2558-60173,Jack Dowd,M,1,BSIE-2013,0,CEAT,98,3,4,21,4,6,6,0,
5167-19572,Zoe Manning,F,1,BSAM-2011,0,CAS,90,3,4,18,4,6,2,0,
6859-87549,Anna Davidson,M,1,BSEE-2011,0,CEAT,78,2,3,20,4,6,0,0,
4412-69465,Matt Parsons,M,1,BSA-2011,0,CA,102,3,4,21,4,8,3,0,
9621-91337,Abigail Bower,F,1,BSAM-2011,0,CAS,60,2,3,18,4,3,0,0,
2669-18923,Olivia Davies,F,1,BSBIO-2011,0,CAS,50,2,2,19,4,7,1,0,
4922-59783,Sean Hemmings,M,1,BSECO-2012,0,CEM,98,3,4,19,4,7,3,0,
3369-55659,Lillian Arnold,F,1,BSCS-2011-SP-PR,0,CAS,95,3,4,17,4,6,6,0,
6807-32332,Oliver Young,F,1,BSBIO-2011,0,CAS,85,3,3,21,4,6,6,0,
4116-27017,Emily Rampling,F,1,BSSTAT-2011,0,CAS,78,3,3,18,4,6,1,0,
3113-36418,Isaac Marshall,M,1,BSCHE-2011-GEN,0,CEAT,94,2,3,20,4,8,3,0,
4649-03423,Theresa Ferguson,M,1,BSCS-2011-SP-PR,0,CAS,59,2,3,18,4,6,11,0,
2705-33457,Felicity North,M,1,BSCHE-2011-GEN,0,CEAT,105,3,4,19,4,7,2,0,
6833-82327,Adrian Vance,M,1,BSCHEM-2011,0,CAS,108,3,4,18,4,5,2,0,
8190-39868,Diane North,M,1,BSABE-2011,0,CEAT,96,2,3,20,4,8,0,0,
8343-68055,Nicola Dowd,F,1,BSF-2011,0,CFNR,84,3,3,21,4,7,0,0,
7126-56720,Austin Piper,M,1,BSCHE-2011-GEN,0,CEAT,67,2,3,20,4,8,7,0,
9847-33675,Amy Thomson,F,1,BSAM-2011,0,CAS,99,3,4,18,4,7,0,0,
6648-00072,Rachel Randall,F,1,BSABT-2011,0,CA,30,1,2,19,4,8,11,0,
6632-73695,Gavin Abraham,M,1,BSCE-2011,0,CEAT,24,1,2,17,4,8,6,0,
1160-90690,Dylan Skinner,F,1,BSAM-2011,0,CAS,93,3,4,18,4,6,1,0,
7964-98682,Lisa Forsyth,M,1,BSA-2011,0,CA,60,2,3,21,4,8,5,0,
5715-61470,Joshua Ogden,M,1,BSAM-2011,0,CAS,87,3,3,18,4,6,2,0,
2721-75258,Tracey Hill,M,1,BSAM-2011,0,CAS,81,3,3,18,4,6,0,0,
1839-94052,Lily Chapman,F,1,BSHE-2011,0,CHE,87,3,3,21,4,8,5,0,
9445-66808,Adam Welch,M,1,BSCS-2011-SP-PR,0,CAS,98,3,4,17,4,6,5,0,
6763-29908,Donna Hudson,M,1,BACA-2011-PR,0,CAS,81,3,3,18,4,7,4,0,
8904-63300,Max Mathis,M,1,BSCHE-2011-GEN,0,CEAT,100,3,4,19,4,8,7,0,
8920-33285,Peter Robertson,F,1,DVM-2011,0,CVM,83,2,3,18,4,6,2,0,
4471-34999,Kylie Baker,F,1,BSFT-2011,0,CA,114,3,4,20,4,7,4,0,
2849-26968,Mary Anderson,F,1,BSN-2011,0,CHE,73,2,3,23,4,3,0,0,
2935-47948,Dorothy Johnston,M,1,DVM-2002,0,CVM,79,2,3,21,4,7,1,0,
8135-59946,Julia Morrison,F,1,BSCHE-2011-GEN,0,CEAT,87,2,3,20,4,8,0,0,
5754-32747,Tracey Hill,F,1,BSAM-2011,0,CAS,96,3,4,18,4,6,0,0,
0896-01929,Anna Wright,F,1,BSCS-2011-SP-PR,0,CAS,98,3,4,17,4,7,6,0,
5469-88924,Theresa MacDonald,M,1,BSAM-2011,0,CAS,84,3,3,18,4,7,6,0,
7365-74229,Gabrielle Ellison,M,1,PREVM-2011,0,CVM,40,4,2,19,4,6,0,0,
4743-40914,Joshua Ogden,M,1,BSCE-2011,0,CEAT,93,2,4,21,4,7,4,0,
0481-70670,Virginia Slater,M,1,BSCE-2011,0,CEAT,69,2,3,17,4,7,0,0,
0351-39746,Sue Scott,F,1,BSHE-2011,0,CHE,62,2,3,21,4,8,3,0,
0837-28908,Bernadette Hart,F,1,BSBIO-2011,0,CAS,85,3,3,21,4,8,7,0,
9651-73559,Evan Hodges,M,1,BSECO-2012,0,CEM,92,3,4,19,4,4,0,0,
7662-56634,Vanessa Bell,M,1,BSABE-2011,0,CEAT,100,3,4,20,4,8,2,0,
3023-59778,Nicola Burgess,M,1,BSCHE-2011-GEN,0,CEAT,55,2,2,20,4,9,4,0,
2723-65482,Jessica Wilson,M,1,BSABT-2011,0,CA,79,3,3,21,4,8,4,0,
9929-87470,Ruth Taylor,M,1,BSABT-2011,0,CA,66,2,3,21,4,8,2,0,
9142-43416,Pippa Wright,M,1,BSAP-2011,0,CAS,56,2,3,20,4,3,0,0,
8166-48558,Joseph Mills,M,1,BSABE-2011,0,CEAT,81,2,3,20,4,6,1,0,
0087-98707,Vanessa Vaughan,F,1,BSDC-2011,0,CDC,102,3,4,18,4,7,7,0,
9726-50531,Sally Forsyth,M,1,BSABM-2011,0,CEM,32,1,2,17,4,7,3,0,
9478-12390,Jack Hardacre,F,1,BSHE-2011,0,CHE,63,2,3,21,4,7,8,0,
8342-78260,James Clark,M,1,BSA-2011,0,CA,42,2,2,18,4,7,7,0,
5259-95437,Kevin Newman,M,1,BSCHE-2011-GEN,0,CEAT,76,2,3,20,4,8,1,0,
6388-77729,Karen McDonald,F,1,BSF-2011,0,CFNR,28,1,2,21,4,8,5,0,
2193-83925,Nicholas Anderson,M,1,BSBIO-2011,0,CAS,38,2,2,19,4,7,7,0,
9247-83049,Jack Dowd,M,1,BSEE-2011,0,CEAT,109,3,4,20,4,5,0,0,
0636-84853,Alexandra Rees,F,1,BSCS-2011-SP-PR,0,CAS,95,3,4,17,4,7,4,0,
4411-84182,Isaac Scott,M,1,BSABT-2011,0,CA,72,2,3,21,4,8,2,0,
0384-84826,Thomas Randall,F,1,BSCS-2011-SP-PR,0,CAS,95,3,4,17,4,7,4,0,
8825-18980,Thomas Randall,F,1,BSCS-2011-SP-PR,0,CAS,95,3,4,17,4,6,7,0,
3149-01506,Ella Alsop,F,1,BSCHEM-2011,0,CAS,25,1,2,19,4,7,9,0,
9988-61470,Jacob Greene,M,1,BSABE-2011,0,CEAT,20,1,2,20,4,9,10,0,
3937-02786,Amy Ball,F,1,BSCS-2011-SP-PR,0,CAS,86,3,3,18,4,6,5,0,
7842-12510,Nicola Lawrence,M,1,BSDC-2011,0,CDC,9,1,1,18,4,8,7,0,
4101-88753,Steven Fraser,M,1,BSBIO-2011,0,CAS,61,2,3,21,4,4,0,0,
2957-25121,Wendy Jones,F,1,BSABE-2011,0,CEAT,117,3,4,20,4,6,2,0,
4604-04455,Boris White,M,1,BSMATH-2011,0,CAS,57,2,3,18,4,7,1,0,
5155-94189,Ruth Bailey,F,1,BSCHE-2011-GEN,0,CEAT,111,3,4,19,4,7,0,0,
7774-95254,Virginia Taylor,F,1,BSFT-2011-PR,0,CA,88,3,3,18,4,6,6,0,
5507-93110,Carl Vance,F,1,BSDC-2011,0,CDC,75,3,3,18,4,7,6,0,
9865-60973,Stephanie Sanderson,M,1,BACA-2011-PR,0,CAS,81,3,3,18,4,7,4,0,
8201-95226,Julia Langdon,M,1,DVM-2002,0,CVM,85,2,3,21,4,6,2,0,
3607-38923,Sophie Morgan,F,1,DVM-2011,0,CVM,95,2,4,21,4,6,0,0,
5419-17270,Ava Dickens,F,1,BSCE-2011,0,CEAT,80,2,3,17,4,7,1,0,
8149-72837,Lisa James,F,1,BSABM-2011,0,CEM,86,3,3,18,4,6,0,0,
0888-96425,Lisa Nash,M,1,BSABE-2011,0,CEAT,79,2,3,20,4,6,1,0,
3696-45937,Gordon Reid,M,1,BSCHEM-2011,0,CAS,97,3,3,19,4,3,0,0,
5602-39547,Bernadette Cornish,M,1,BSBIO-2011,0,CAS,70,2,3,21,4,5,0,0,
5144-16286,Ian May,M,1,BSCE-2011,0,CEAT,104,3,4,21,4,7,0,0,
2228-29372,Alexander Bond,M,1,BASOC-2012,0,CAS,75,3,3,18,4,7,5,0,
1116-81423,Frank Bell,M,1,BSCS-2011-SP-PR,0,CAS,50,2,2,18,4,5,0,0,
7674-51508,Lucas Nash,F,1,BSCHE-2011-GEN,0,CEAT,105,3,4,19,4,8,5,0,
4448-46967,Julia Langdon,F,1,BSABE-2011,0,CEAT,93,2,3,20,4,8,1,0,
5446-78109,Cameron Ince,M,1,BSMATH-2011,0,CAS,19,1,2,17,4,8,9,0,
8343-45573,Adrian Vance,M,1,BSAM-2011,0,CAS,111,4,4,18,4,4,0,0,
1491-24195,Nathan Morgan,F,1,BSCHE-2011-GEN,0,CEAT,114,3,4,19,4,8,4,0,
6993-50660,Rebecca Manning,F,1,BSCHEM-2011,0,CAS,79,2,3,19,4,7,0,0,
4600-78660,Justin Duncan,M,1,BSEE-2011,0,CEAT,80,2,3,20,4,7,1,0,
5275-71522,Nicola Burgess,F,1,BSIE-2013,0,CEAT,117,3,4,21,4,8,7,0,
7728-34581,James Manning,F,1,BSFT-2011,0,CA,82,3,3,18,4,7,1,0,
3693-48356,Katherine Ogden,F,1,BSECO-2012,0,CEM,59,2,3,18,4,6,5,0,
4340-96812,Adam Marshall,F,1,BSBIO-2011,0,CAS,81,3,3,21,4,6,5,0,
5502-01684,Leah White,F,1,BSDC-2011,0,CDC,105,3,4,18,4,7,2,0,
6219-82674,Julia Morrison,F,1,BSAECO-2011,0,CEM,96,3,4,18,4,6,1,0,
5811-26395,David Roberts,F,1,BSN-2011,0,CHE,93,3,3,23,4,5,0,0,
8999-18583,Lucas Nash,F,1,BSCS-2011-SP-PR,0,CAS,74,3,3,18,4,6,5,0,
4076-52930,Gordon Clarkson,F,1,BSA-2011,0,CA,33,1,2,18,4,7,8,0,
7721-09029,Maria Hardacre,F,1,BSCS-2011-SP-PR,0,CAS,65,2,3,18,4,5,0,0,
6819-07667,Amanda Ogden,M,1,BSCHE-2011-GEN,0,CEAT,106,3,4,19,4,7,3,0,
6192-32458,Dorothy Johnston,F,1,BSIE-2013,0,CEAT,94,2,3,19,4,6,7,0,
4369-04923,Chloe Walsh,F,1,BSHE-2011,0,CHE,74,2,3,21,4,7,1,0,
1966-63687,Victoria Hughes,F,1,BSN-2011,0,CHE,96,3,3,23,4,5,0,0,
3614-53561,Colin Duncan,M,1,BSMST-2011-BIO,0,CAS,52,2,2,20,4,8,4,0,
4275-18329,Megan Davies,M,1,BSCHEM-2011,0,CAS,45,2,2,19,4,7,9,0,
4574-31080,Deirdre Gibson,F,1,BSFT-2011-PR,0,CA,66,2,3,18,4,8,7,0,
3270-36423,John Walsh,F,1,BSF-2011,0,CFNR,42,2,2,21,4,6,3,0,
0676-05035,Wendy Manning,M,1,DVM-2011,0,CVM,74,2,3,18,4,6,2,0,
0428-48978,Liam Langdon,F,1,BSSTAT-2011,0,CAS,92,3,3,18,4,6,0,0,
8387-58901,Emma Carr,F,1,BSABT-2011,0,CA,109,3,4,19,4,7,1,0,
9157-26950,Ava Dickens,F,1,BSF-2011,0,CFNR,33,1,2,21,4,9,7,0,
1106-09521,Robert Clark,F,1,BSA-2011,0,CA,94,3,3,21,4,7,8,0,
1389-52442,Austin Lyman,F,1,BSMATH-2011,0,CAS,60,2,3,18,4,8,1,0,
4765-80870,Hannah Skinner,F,1,BSN-2011,0,CHE,104,3,4,19,4,6,1,0,
7897-90327,Dorothy Russell,M,1,BSCE-2011,0,CEAT,60,2,3,17,4,8,4,0,
2534-73234,Dorothy Russell,F,1,BASOC-2012,0,CAS,69,2,3,18,4,6,4,0,
4007-36908,Dan Clark,M,1,BSCS-2011-SP-PR,0,CAS,83,3,3,18,4,6,7,0,
7468-24793,Andrew Kerr,M,1,BACA-2011-PR,0,CAS,54,2,3,18,4,7,1,0,
3924-29434,Gabrielle Ellison,F,1,BSCE-2011,0,CEAT,99,3,4,21,4,8,1,0,
7109-26327,Ava Peake,M,1,BSAM-2011,0,CAS,93,3,4,18,4,7,0,0,
6123-81594,Carolyn Welch,M,1,BSCHE-2011-GEN,0,CEAT,109,3,4,19,4,7,6,0,
2543-06753,Colin Duncan,M,1,BSFT-2011,0,CA,65,2,3,18,4,7,0,0,
0446-03118,Yvonne Dickens,M,1,BSCS-2011-SP-PR,0,CAS,62,2,3,18,4,7,9,0,
5182-00449,Alexander Wilson,F,1,BSABT-2011,0,CA,100,3,4,19,4,4,0,0,
7238-64060,Julian Marshall,M,1,BSBIO-2011,0,CAS,81,3,3,21,4,7,3,0,
4674-59049,Megan Davies,F,1,BSCS-2011-SP-PR,0,CAS,83,3,3,18,4,6,4,0,
7045-22831,Diane Stewart,F,1,BSFT-2011,0,CA,56,2,2,19,4,7,2,0,
4952-63924,Sophie Davies,M,1,BSCHE-2011-GEN,0,CEAT,46,1,2,20,4,7,5,0,
7713-37381,Felicity North,F,1,BSABE-2011,0,CEAT,62,2,3,20,4,9,5,0,
1642-74946,John Bell,F,1,BSABE-2011,0,CEAT,103,3,4,20,4,8,4,0,
7814-24661,Joshua Welch,M,1,BSCHE-2011-GEN,0,CEAT,102,3,4,19,4,7,4,0,
5193-20989,Irene Wright,F,1,BSCS-2011-SP-PR,0,CAS,68,2,3,18,4,6,3,0,
7061-08116,David Roberts,M,1,BSA-2011,0,CA,69,2,3,21,4,8,2,0,
9943-82797,Amy Allan,F,1,BSCHE-2011-PPT,0,CEAT,64,2,3,21,4,9,1,0,
1570-90329,Carl Langdon,M,1,BSCHE-2011-GEN,0,CEAT,94,2,3,20,4,8,3,0,
9814-69381,Amy Allan,M,1,BSCHE-2011-GEN,0,CEAT,102,3,4,19,4,8,6,0,
7206-48250,Jacob Nolan,F,1,BSHE-2011,0,CHE,74,2,3,21,4,8,9,0,
8594-57062,Anna Wright,F,1,CertFor,0,CFNR,51,3,2,16,4,5,0,0,
9117-40010,Kevin Hardacre,M,1,BSDC-2011,0,CDC,99,3,4,18,4,6,2,0,
1542-88970,Andrew Churchill,F,1,BSABM-2011,0,CEM,74,3,3,18,4,6,4,0,
0320-37938,Pippa North,F,1,BSABM-2011,0,CEM,95,3,4,18,4,6,8,0,
4264-32422,Blake Cameron,F,1,BSABM-2011,0,CEM,83,3,3,18,4,7,7,0,
3701-85697,Pippa Wright,F,1,BSDC-2011,0,CDC,102,3,4,18,4,6,3,0,
1871-13685,Alexander Wilson,F,1,BSBIO-2011,0,CAS,108,3,4,19,4,6,6,0,
1563-22312,Dylan Skinner,M,1,BSAM-2011,0,CAS,90,3,4,18,4,7,0,0,
3695-02745,Gabrielle Watson,M,1,BSN-2011,0,CHE,65,2,3,23,4,7,0,0,
8900-63389,Caroline Poole,F,1,BSDC-2011,0,CDC,90,3,3,18,4,7,7,0,
5341-93771,Blake Cameron,M,1,BSABE-2011,0,CEAT,134,3,4,20,4,6,4,0,
2074-44568,Jan Parsons,M,1,BSDC-2011,0,CDC,108,3,4,18,4,7,3,0,
9980-29666,Simon Lyman,M,1,BSAM-2011,0,CAS,51,2,2,20,4,7,6,0,
3492-37208,Bernadette Hart,F,1,BSMATH-2011,0,CAS,57,2,3,18,4,4,0,0,
7601-85948,Fiona Vaughan,F,1,BSCE-2011,0,CEAT,70,2,3,17,4,6,1,0,
7595-18281,Rose Jackson,F,1,BSCHEM-2011,0,CAS,69,2,3,19,4,7,5,0,
6070-08416,Gavin Hart,F,1,BSAM-2011,0,CAS,66,2,3,18,4,6,5,0,
3512-46797,Ella Vaughan,F,1,BSABM-2011,0,CEM,65,2,3,18,4,7,9,0,
7914-75078,Anna Wright,F,1,BSABM-2011,0,CEM,50,2,2,17,4,7,10,0,
6570-40211,Wendy Jones,F,1,BSMST-2011-BIO,0,CAS,54,2,2,20,4,8,10,0,
6856-74836,Justin Paige,M,1,BSCS-2011-SP-PR,0,CAS,62,2,3,18,4,6,1,0,
2569-23726,Justin Duncan,F,1,BSIE-2013,0,CEAT,71,2,3,19,4,6,6,0,
9879-54381,Adam Hughes,F,1,BSCE-2011,0,CEAT,75,2,3,17,4,6,3,0,
7110-85695,Gordon Reid,M,1,BSMATH-2011,0,CAS,51,2,3,18,4,7,2,0,
4987-03325,Jennifer Clark,M,1,BACA-2011,0,CAS,60,2,3,18,4,6,0,0,
7963-85529,Michelle Parr,M,1,DVM-2011,0,CVM,51,1,2,19,4,4,0,0,
1105-67165,Cameron Ince,M,1,BSA-2011,0,CA,54,2,2,18,4,8,14,0,
4408-79086,Sonia Brown,F,1,BSECO-2012,0,CEM,59,2,3,18,4,5,0,0,
8959-22946,Carol Wright,F,1,BSAM-2011,0,CAS,46,2,2,20,4,6,1,0,
4359-94691,Thomas Randall,F,1,BSMATH-2011,0,CAS,63,2,3,18,4,6,10,0,
9831-97705,Adam MacLeod,F,1,BSSTAT-2011,0,CAS,71,2,3,18,4,7,7,0,
1703-79386,Ruth Grant,M,1,BSEE-2011,0,CEAT,67,2,3,20,4,7,0,0,
5717-84098,Neil Marshall,F,1,BSN-2011,0,CHE,36,1,2,20,4,7,2,0,
3404-95932,Jane Baker,M,1,BSAM-2011,0,CAS,57,2,3,18,4,6,3,0,
2192-13458,Gabrielle Ellison,F,1,BSIE-2013,0,CEAT,39,1,2,21,4,7,6,0,
3808-05545,Alison White,F,1,BSCS-2011-SP-PR,0,CAS,53,2,3,18,4,8,3,0,
9672-01633,Michelle Parr,M,1,BSCE-2011,0,CEAT,70,2,3,17,4,6,0,0,
2192-28007,Kevin Knox,F,1,BSAECO-2011,0,CEM,69,2,3,18,4,7,6,0,
6059-88906,Ryan Metcalfe,F,1,BSBIO-2011,0,CAS,76,3,3,21,4,8,2,0,
