stdno,name,gender,country,curriculum,scholarship,college,earned,classif,yearlevel,allowed,grp,npriority,nalternates,ncurrent
3379-50033,Katherine Taylor,F,1,BSN-2011,0,CHE,122,4,4,19,3,5,0,0,
0427-19195,Julia Payne,F,1,BSAECO-2011,0,CEM,102,3,4,18,3,6,0,0,
2196-61321,Jason Payne,F,1,BSAECO-2011,0,CEM,72,2,3,18,3,6,1,0,
0990-59293,Rachel Randall,F,1,BSHE-2011,0,CHE,36,1,2,20,3,8,4,0,
1373-80816,Jan Cameron,M,1,BSBIO-2011,0,CAS,110,3,4,19,3,6,7,0,
8256-24476,Sonia Brown,M,1,BSCS-2011-SP-PR,0,CAS,107,3,4,17,3,7,1,0,
5132-41977,John Bell,M,1,BSF-2011,0,CFNR,103,3,4,18,3,5,0,0,
9421-13689,Emily Rampling,M,1,BSA-2011,0,CA,114,3,4,21,3,8,3,0,
1371-39957,Jan Bond,F,1,BSA-2011,0,CA,111,3,4,21,3,8,5,0,
5284-29129,Frank North,F,1,BSDC-2011,0,CDC,108,3,4,18,3,7,3,0,
4922-08535,Pippa Wright,F,1,BSSTAT-2011,0,CAS,110,3,4,19,3,6,4,0,
9334-85025,Julian Hughes,F,1,BSABM-2011,0,CEM,113,4,4,18,3,6,1,0,
5407-56922,Lillian Taylor,M,1,BAPHLO-2011,0,CAS,108,4,4,15,3,4,0,0,
4862-24141,Kimberly Hart,M,1,BSA-2011,0,CA,111,3,4,21,3,8,4,0,
0118-85006,Brandon Powell,M,1,BSCS-2011-SP-PR,0,CAS,119,4,4,17,3,4,0,0,
7906-88629,Jake Howard,F,1,BSA-2011,0,CA,93,3,3,21,3,8,8,0,
1705-28418,Peter Greene,F,1,BSABM-2011,0,CEM,110,4,4,18,3,6,4,0,
1677-46713,Faith Scott,F,1,BSECO-2012,0,CEM,83,3,3,18,3,4,0,0,
1342-61841,Anne Arnold,M,1,BSCHE-2011-GEN,0,CEAT,107,3,4,19,3,7,4,0,
7086-48303,Rose Berry,F,1,BSF-2011,0,CFNR,96,3,4,18,3,6,6,0,
0426-75198,Brandon Slater,M,1,BSECO-2012,0,CEM,92,3,4,19,3,2,0,0,
5011-67404,Sonia Carr,F,1,BSDC-2011,0,CDC,114,4,4,18,3,7,0,0,
8241-83064,Elizabeth Mitchell,F,1,BSFT-2011,0,CA,88,3,3,18,3,6,4,0,
5168-12717,Max Mathis,F,1,BSCE-2011,0,CEAT,95,3,4,21,3,7,0,0,
8805-11440,Katherine Taylor,F,1,BSF-2011,0,CFNR,81,3,3,21,3,7,4,0,
7149-67694,Leah Vaughan,F,1,BSN-2011,0,CHE,122,4,4,19,3,5,0,0,
0425-43082,Amy Ball,F,1,BSCS-2011-SP-PR,0,CAS,110,4,4,17,3,6,1,0,
8688-50180,Richard Lee,F,1,BSHE-2011,0,CHE,116,4,4,21,3,6,0,0,
2477-00698,Connor Fisher,F,1,BSCE-2011,0,CEAT,69,2,3,17,3,3,0,0,
0943-94726,Michelle Forsyth,F,1,BSF-2011,0,CFNR,105,3,4,18,3,7,1,0,
5250-40870,Chloe Dyer,F,1,BSAM-2011,0,CAS,99,3,4,18,3,6,0,0,
7889-40827,Carl Vance,F,1,BSF-2011,0,CFNR,80,3,3,21,3,6,3,0,
6971-40954,Leah Walker,F,1,BSSTAT-2011,0,CAS,104,3,4,19,3,6,5,0,
0549-82693,Sophie Morgan,F,1,BASOC-2012,0,CAS,90,3,4,21,3,9,3,0,
4508-61790,Amanda McLean,M,1,BSN-2011,0,CHE,90,3,3,23,3,5,0,0,
3393-61780,Ella Vaughan,F,1,BSFT-2011-PR,0,CA,44,2,2,19,3,8,3,0,
0249-19196,Vanessa King,M,1,BSDC-2011,0,CDC,111,3,4,18,3,7,0,0,
6237-87597,Lucas Hill,M,1,BAPHLO-2011,0,CAS,81,3,3,18,3,6,0,0,
4836-31118,Hannah Parr,M,1,BSA-2011,0,CA,118,3,4,21,3,7,3,0,
3609-57287,Claire Hudson,F,1,BSBIO-2011,0,CAS,69,2,3,21,3,8,2,0,
5737-33017,Alexander Reid,F,1,BSN-2011,0,CHE,96,3,3,23,3,3,0,0,
8993-77548,Joe Mackay,F,1,BSSTAT-2011,0,CAS,116,4,4,19,3,7,2,0,
9032-94959,Ella Davidson,F,1,BSMST-2011-CHEM,0,CAS,120,4,4,12,3,4,2,0,
5812-66503,Ian Manning,F,1,BSSTAT-2011,0,CAS,119,4,4,19,3,6,1,0,
9683-69224,Karen Marshall,F,1,BSN-2011,0,CHE,119,4,4,19,3,6,0,0,
8310-29312,Andrea Blake,F,1,BSSTAT-2011,0,CAS,95,3,4,19,3,6,6,0,
0316-77015,Harry Berry,F,1,BSIE-2013,0,CEAT,95,3,3,19,3,7,6,0,
9805-37392,Evan Mackay,F,1,BSBIO-2011,0,CAS,108,3,4,19,3,6,1,0,
2826-98587,Virginia Slater,F,1,BSA-2011,0,CA,115,3,4,21,3,7,2,0,
9146-67155,Jason Parr,F,1,BSBIO-2011,0,CAS,118,3,4,19,3,6,2,0,
4271-19219,Pippa Dyer,M,1,BSCE-2011,0,CEAT,122,3,4,21,3,8,1,0,
9783-92111,Adrian Morrison,F,1,BSCS-2011-SP-PR,0,CAS,101,3,4,17,3,6,3,0,
2923-20992,Max Mathis,F,1,BSHE-2011,0,CHE,122,4,4,21,3,6,0,0,
2664-80897,Tim Gray,M,1,BSAECO-2011,0,CEM,101,3,4,18,3,6,3,0,
3637-15139,Diane Stewart,M,1,BSBIO-2011,0,CAS,40,2,2,19,3,6,8,0,
4411-20818,Angela Gill,M,1,BSECO-2012,0,CEM,54,2,3,18,3,3,0,0,
9276-85344,Simon McGrath,F,1,BSSTAT-2011,0,CAS,105,3,4,19,3,9,4,0,
4031-31714,Jane Martin,F,1,BSABM-2011,0,CEM,107,3,4,18,3,6,0,0,
3761-36424,Penelope King,F,1,BSN-2011,0,CHE,119,4,4,19,3,6,0,0,
8319-00542,Brian Newman,M,1,BSECO-2012,0,CEM,57,2,3,18,3,4,0,0,
2967-87707,Steven King,F,1,BACA-2011-PR,0,CAS,102,3,4,18,3,5,0,0,
6314-58987,Rose Ross,F,1,BSAP-2011,0,CAS,90,3,3,20,3,4,0,0,
7822-37014,Amy Ball,M,1,BSCS-2011-SP-PR,0,CAS,110,4,4,17,3,6,2,0,
4197-39922,Emily Murray,F,1,BSCHE-2011-GEN,0,CEAT,125,3,4,19,3,7,1,0,
7352-07010,Amanda McLean,F,1,BSAP-2011,0,CAS,81,3,3,20,3,4,0,0,
8574-37514,Diana Martin,M,1,DVM-2011,0,CVM,109,2,4,21,3,5,3,0,
1120-80975,Virginia Wallace,F,1,BSN-2011,0,CHE,69,2,3,23,3,7,2,0,
2845-53629,Audrey Langdon,F,1,BSDC-2011,0,CDC,111,3,4,18,3,7,5,0,
1393-29613,Julia Payne,F,1,BSN-2011,0,CHE,88,3,3,23,3,7,0,0,
2013-65786,Edward Fisher,F,1,BSFT-2011,0,CA,121,4,4,20,3,8,1,0,
0976-64724,Lisa Nash,M,1,BSHE-2011,0,CHE,105,3,4,21,3,7,2,0,
3842-07562,Hannah Powell,M,1,BSBIO-2011,0,CAS,112,3,4,19,3,6,1,0,
4435-25939,Alexandra Clarkson,M,1,BSBIO-2011,0,CAS,82,3,3,21,3,8,0,0,
1325-25794,Jan Wilson,F,1,BSEE-2011,0,CEAT,105,3,4,20,3,7,3,0,
8467-63230,Angela Vance,F,1,BSBIO-2011,0,CAS,114,3,4,19,3,6,3,0,
9756-00956,Claire Hudson,M,1,BSAP-2011,0,CAS,107,3,4,18,3,6,1,0,
4813-55273,Alexander Wilson,F,1,BSF-2011,0,CFNR,103,3,4,18,3,5,1,0,
9659-87686,Virginia Sutherland,M,1,BSN-2011,0,CHE,122,4,4,19,3,5,0,0,
4143-85211,Jacob Hill,M,1,BSCS-2011-SP-PR,0,CAS,95,3,4,17,3,7,5,0,
8650-03446,Elizabeth Mitchell,F,1,BSSTAT-2011,0,CAS,116,4,4,19,3,6,2,0,
5981-67049,Isaac Scott,F,1,BSBIO-2011,0,CAS,118,4,4,19,3,6,3,0,
2671-32963,Julia Howard,M,1,BSA-2011,0,CA,112,3,4,21,3,8,4,0,
3805-21008,John Mitchell,F,1,BSBIO-2011,0,CAS,112,3,4,19,3,6,6,0,
6093-73457,Julian Randall,F,1,BSFT-2011-PR,0,CA,103,3,4,18,3,6,6,0,
2452-24120,Benjamin Clarkson,M,1,BSBIO-2011,0,CAS,119,3,4,19,3,7,1,0,
5262-08584,Karen Hardacre,F,1,BSN-2011,0,CHE,119,4,4,19,3,6,0,0,
0129-27334,Amanda Gray,F,1,BSMATH-2011,0,CAS,99,3,4,18,3,7,0,0,
1178-71186,Julian Sanderson,F,1,BSAECO-2011,0,CEM,108,3,4,18,3,6,3,0,
3483-80630,Evan Hill,F,1,BSBIO-2011,0,CAS,116,3,4,19,3,6,3,0,
9769-60445,Dominic Allan,F,1,BSCE-2011,0,CEAT,119,3,4,21,3,7,2,0,
2618-84836,Dan Clark,M,1,BSECO-2012,0,CEM,83,3,3,18,3,5,0,0,
6690-38043,Alexander Bond,F,1,BSN-2011,0,CHE,119,4,4,19,3,6,0,0,
1932-74973,Joseph Metcalfe,F,1,BSHE-2011,0,CHE,77,3,3,21,3,9,3,0,
8261-17839,Nicola Poole,F,1,BSECO-2012,0,CEM,107,4,4,19,3,7,0,0,
7660-47536,Thomas Howard,F,1,BSCHEM-2011,0,CAS,123,4,4,18,3,7,1,0,
5665-37627,Jane Churchill,F,1,BSDC-2011,0,CDC,105,3,4,18,3,7,3,0,
1174-05968,Richard Dyer,F,1,BSA-2011,0,CA,96,3,3,21,3,5,0,0,
9557-47528,Liam Langdon,M,1,BSCS-2011-SP-PR,0,CAS,71,2,3,18,3,6,0,0,
7266-66993,Joan Turner,F,1,BSABT-2011,0,CA,117,4,4,19,3,8,0,0,
1647-83757,Fiona Peters,F,1,BSDC-2011,0,CDC,84,3,3,18,3,7,2,0,
9631-69670,Carol Lambert,F,1,BASOC-2012,0,CAS,66,2,3,18,3,7,6,0,
8737-25360,Gavin Hart,F,1,BSDC-2011,0,CDC,111,3,4,18,3,7,1,0,
0788-73460,Diane North,F,1,BSF-2011,0,CFNR,99,3,4,18,3,6,5,0,
3699-56452,Emily Rampling,F,1,DVM-2011,0,CVM,73,2,3,18,3,6,2,0,
8784-16791,Brandon Slater,F,1,BSA-2011,0,CA,102,3,4,21,3,7,3,0,
4386-56403,Jane Lambert,F,1,BSFT-2011,0,CA,95,3,3,18,3,6,4,0,
3571-15951,Karen Marshall,F,1,BSBIO-2011,0,CAS,103,3,4,19,3,6,4,0,
4436-34310,Fiona Lee,F,1,BSEE-2011,0,CEAT,83,2,3,20,3,5,2,0,
7044-36613,Jason Ball,F,1,BSN-2011,0,CHE,99,3,3,23,3,6,0,0,
3081-19867,Lillian Arnold,M,1,DVM-2002,0,CVM,115,2,4,21,3,5,2,0,
9361-74282,Grace May,M,1,BSBIO-2011,0,CAS,109,3,4,19,3,6,4,0,
7900-93371,Christian Clark,F,1,BSABT-2011,0,CA,118,4,4,19,3,8,4,0,
7735-45889,Julian Ellison,F,1,BSDC-2011,0,CDC,111,3,4,18,3,7,1,0,
6241-14450,Christian Watson,M,1,BSF-2011,0,CFNR,108,3,4,18,3,6,3,0,
9001-34544,Robert Clark,F,1,BSHE-2011,0,CHE,113,3,4,21,3,6,0,0,
0303-80709,Jacob Nolan,M,1,BSF-2011,0,CFNR,129,4,4,18,3,5,2,0,
1522-22062,Ian Manning,M,1,BSF-2011,0,CFNR,93,3,3,21,3,6,5,0,
3005-69794,Carolyn Davidson,M,1,BSCE-2011,0,CEAT,122,3,4,21,3,7,2,0,
8666-16477,Ian Manning,F,1,BSCHEM-2011,0,CAS,112,3,4,18,3,7,4,0,
8967-65790,Zoe Piper,F,1,BSN-2011,0,CHE,122,4,4,19,3,6,0,0,
9782-96302,Ella Alsop,F,1,BSABT-2011,0,CA,85,3,3,21,3,7,0,0,
5539-46284,Anna Johnston,F,1,BSA-2011,0,CA,117,3,4,21,3,8,2,0,
6024-49948,Natalie Short,F,1,BACA-2011-PR,0,CAS,105,3,4,18,3,3,0,0,
0081-99742,Sally Rees,F,1,BSN-2011,0,CHE,96,3,3,23,3,4,0,0,
4481-46163,Steven Fraser,M,1,BSABE-2011,0,CEAT,114,3,4,20,3,6,4,0,
2671-00308,Brian Newman,M,1,BSBIO-2011,0,CAS,111,3,4,19,3,6,4,0,
9945-38859,Amy Thomson,F,1,BSECO-2012,0,CEM,77,3,3,18,3,4,0,0,
3613-53352,Felicity North,F,1,BASOC-2012-PR,0,CAS,105,3,4,21,3,8,1,0,
7048-52376,Jacob Clark,F,1,BSDC-2011,0,CDC,111,3,4,18,3,6,0,0,
0994-66591,Charles Black,M,1,BSAC-2011,0,CA-CAS,122,3,4,19,3,7,4,0,
4768-71573,Natalie Short,F,1,BSIE-2013,0,CEAT,123,3,4,21,3,8,6,0,
8046-25057,Bernadette Hart,F,1,BSCHE-2011-GEN,0,CEAT,105,3,4,19,3,8,3,0,
9937-76294,Michelle Wilkins,M,1,BSMST-2011-PHYS,0,CAS,99,3,3,20,3,4,0,0,
2565-43017,Anna Wright,M,1,BSEE-2011,0,CEAT,38,1,2,18,3,8,1,0,
7786-43265,Victor Burgess,F,1,BSABT-2011,0,CA,121,4,4,19,3,8,2,0,
4403-78809,Justin Brown,M,1,BSECO-2012,0,CEM,74,3,3,18,3,7,3,0,
8815-37120,Christian Welch,F,1,BSABM-2011,0,CEM,113,4,4,18,3,6,4,0,
2658-07049,Ava Peake,F,1,BSA-2011-PR,0,CA,121,4,4,21,3,9,4,0,
1677-49481,Jacob Greene,F,1,BSBIO-2011,0,CAS,92,3,3,21,3,7,2,0,
8826-41933,Lisa Quinn,F,1,BSCHE-2011-GEN,0,CEAT,125,3,4,19,3,8,4,0,
3115-18909,Ava Peake,M,1,BSMST-2011-PHYS,0,CAS,79,3,3,20,3,7,4,0,
1627-26860,Neil Underwood,F,1,BSF-2011,0,CFNR,115,3,4,18,3,6,2,0,
6897-15037,Lisa Hodges,F,1,BSDC-2011,0,CDC,99,3,4,18,3,7,5,0,
2724-72313,Felicity North,F,1,BSABM-2011,0,CEM,62,2,3,18,3,6,2,0,
2643-02934,Julia Howard,F,1,BSABT-2011,0,CA,97,3,4,19,3,4,0,0,
2639-90791,Theresa Grant,F,1,BSA-2011,0,CA,120,4,4,21,3,8,3,0,
2794-75683,Eric Terry,F,1,BSSTAT-2011,0,CAS,119,4,4,19,3,6,0,0,
1529-22206,Elizabeth Vaughan,F,1,BSBIO-2011,0,CAS,119,4,4,19,3,6,4,0,
6477-69140,Carolyn Davidson,F,1,BSAECO-2011,0,CEM,39,2,2,18,3,7,6,0,
6661-51288,Joseph Metcalfe,M,1,BSABE-2011,0,CEAT,125,3,4,20,3,6,2,0,
4951-15876,Samantha Langdon,F,1,BSABM-2011,0,CEM,110,4,4,18,3,6,1,0,
9781-00980,Dorothy Russell,F,1,BSMATH-2011,0,CAS,105,4,4,18,3,6,0,0,
7240-06739,Rebecca Bailey,M,1,BSCE-2011,0,CEAT,119,3,4,21,3,7,0,0,
3951-13879,Andrew Kerr,M,1,BSCS-2011-SP-PR,0,CAS,107,3,4,17,3,6,3,0,
0170-77728,Peter Knox,F,1,BSN-2011,0,CHE,81,3,3,23,3,7,0,0,
1762-35307,David Hunter,F,1,BSABM-2011,0,CEM,113,4,4,18,3,7,1,0,
4302-44393,Amanda Davies,M,1,BSABE-2011,0,CEAT,117,3,4,20,3,7,4,0,
3180-72195,Isaac Scott,F,1,BSABT-2011,0,CA,112,3,4,19,3,7,0,0,
6578-14995,Isaac Scott,F,1,BSDC-2011,0,CDC,111,3,4,18,3,7,3,0,
3711-82514,Julian Ellison,F,1,BSIE-2013,0,CEAT,89,2,3,19,3,7,5,0,
6175-88981,William Forsyth,M,1,BSCS-2011-SP-PR,0,CAS,98,3,4,17,3,6,5,0,
5580-25174,Austin Lewis,M,1,BSCS-2011-SP-PR,0,CAS,98,3,4,17,3,6,7,0,
2401-93889,Benjamin Clarkson,F,1,BSFT-2011-PR,0,CA,122,4,4,18,3,7,0,0,
1631-06004,Eric Terry,M,1,BSCHEM-2011,0,CAS,117,3,4,18,3,6,2,0,
7731-74093,Robert Morgan,F,1,BSCS-2011-SP-PR,0,CAS,107,3,4,17,3,6,2,0,
0837-34287,Julian Sanderson,M,1,BSEE-2011,0,CEAT,96,3,4,20,3,7,3,0,
2432-51963,Jacob Clark,F,1,BSAECO-2011,0,CEM,96,3,4,18,3,7,5,0,
2946-93610,Sally Forsyth,F,1,BSMATH-2011,0,CAS,36,2,2,17,3,5,0,0,
4529-29410,John Walsh,F,1,BSABE-2011,0,CEAT,68,2,3,20,3,7,0,0,
0549-45109,Emily Rampling,M,1,BSIE-2013,0,CEAT,127,3,4,21,3,7,5,0,
4848-72755,Charles Short,M,1,BSCE-2011,0,CEAT,113,3,4,21,3,7,1,0,
0662-99964,Vanessa Bell,M,1,BSCHEM-2011,0,CAS,71,2,3,19,3,6,1,0,
6357-47277,Fiona Ince,M,1,BSCE-2011,0,CEAT,64,2,3,17,3,7,0,0,
4653-35899,Lisa Forsyth,F,1,BSBIO-2011,0,CAS,108,3,4,19,3,6,4,0,
3830-57649,Gordon Harris,M,1,BSSTAT-2011,0,CAS,46,2,2,19,3,7,11,0,
0328-02982,Sophie Davies,F,1,BSABM-2011,0,CEM,110,4,4,18,3,7,2,0,
3987-95523,Fiona Lee,F,1,BSHE-2011,0,CHE,36,1,2,20,3,8,11,0,
9050-49762,Diana Paige,F,1,BSABT-2011,0,CA,61,2,3,21,3,8,3,0,
6711-70017,Cameron Hunter,F,1,BSEE-2011,0,CEAT,111,3,4,20,3,5,2,0,
9856-76731,Liam Parsons,F,1,BASOC-2012-PR,0,CAS,105,3,4,21,3,8,1,0,
8353-61910,Isaac Nolan,F,1,BSCS-2011-SP-PR,0,CAS,56,2,3,18,3,7,2,0,
0023-32318,Gordon Harris,M,1,BSCS-2011-SP-PR,0,CAS,101,3,4,17,3,7,5,0,
2164-89136,Charles Short,M,1,BSMST-2011-BIO,0,CAS,53,2,2,20,3,8,3,0,
7962-87290,Eric Terry,F,1,BSAECO-2011,0,CEM,110,4,4,18,3,6,5,0,
3220-64815,Anna Johnston,F,1,BSF-2011,0,CFNR,97,3,4,18,3,6,4,0,
3384-51266,Kylie Gill,M,1,BSEE-2011,0,CEAT,80,2,3,20,3,6,3,0,
5811-40957,Dan Clark,F,1,BACA-2011,0,CAS,66,2,3,18,3,7,5,0,
2877-20543,John Cornish,M,1,BSAC-2011,0,CA-CAS,91,2,3,20,3,7,3,0,
1988-86463,Blake Sanderson,M,1,BSDC-2011,0,CDC,108,3,4,18,3,7,3,0,
3296-42434,Piers Tucker,F,1,BSN-2011,0,CHE,119,4,4,19,3,6,0,0,
6385-36713,Austin MacLeod,F,1,BSAECO-2011,0,CEM,75,3,3,18,3,7,6,0,
4820-70656,Gavin Hart,F,1,BSBIO-2011,0,CAS,118,3,4,19,3,6,1,0,
3539-49553,Christopher Cameron,F,1,BSFT-2011,0,CA,114,3,4,20,3,7,5,0,
5157-26302,Rose Berry,M,1,BSEE-2011,0,CEAT,69,2,3,20,3,6,6,0,
7306-06496,Leah Vaughan,F,1,BSBIO-2011,0,CAS,116,3,4,19,3,6,3,0,
4288-22104,Kevin Hardacre,F,1,BSFT-2011-PR,0,CA,100,3,4,18,3,6,0,0,
7558-03856,Connor Thomson,M,1,BSCS-2011-SP-PR,0,CAS,83,3,3,18,3,8,5,0,
9709-26389,Owen Coleman,M,1,BSAP-2011,0,CAS,90,3,3,20,3,7,1,0,
6998-56484,Paul Hill,F,1,BSSTAT-2011,0,CAS,92,3,3,18,3,6,1,0,
4117-58060,Nicholas Anderson,M,1,BSCS-2011-SP-PR,0,CAS,107,3,4,17,3,6,1,0,
5203-19911,Sonia Brown,M,1,BSAC-2011,0,CA-CAS,117,3,4,19,3,6,1,0,
9756-95696,Amanda McLean,F,1,BSBIO-2011,0,CAS,103,3,4,19,3,6,3,0,
8554-23081,Jennifer Gill,M,1,BSCHE-2011-GEN,0,CEAT,99,3,4,19,3,8,3,0,
6667-74069,Katherine Ogden,F,1,BACA-2011-PR,0,CAS,111,4,4,18,3,2,0,0,
5659-06235,Diane Stewart,M,2,DVM-2002,0,CVM,161,3,5,21,3,8,0,0,
1888-94748,Edward Ogden,F,2,DVM-2011,0,CVM,139,3,5,21,3,7,1,0,
9428-12996,Jake Mitchell,F,1,BSF-2011,0,CFNR,34,1,2,21,3,7,9,0,
7014-77233,Gordon Clarkson,F,1,BSF-2011,0,CFNR,16,1,1,18,3,6,0,0,
1812-86950,Anne Knox,M,1,CertFor,0,CFNR,65,4,2,15,3,2,0,0,
8901-43020,Kimberly Bower,F,1,BSF-2011,0,CFNR,81,3,3,21,3,8,7,0,
2262-70238,Elizabeth Wright,M,1,BSF-2011,0,CFNR,40,2,2,21,3,7,0,0,
1007-57319,Leah Walker,M,1,BSF-2011,0,CFNR,31,1,2,21,3,7,2,0,
0965-96655,Rebecca Ball,M,1,BSF-2011,0,CFNR,75,2,3,21,3,7,6,0,
3328-64278,Theresa Bower,F,1,CertFor,0,CFNR,59,4,2,15,3,2,0,0,
5584-38321,Lillian Pullman,M,1,BSF-2011,0,CFNR,54,2,2,21,3,7,11,0,
4804-59027,Thomas Randall,F,1,BSF-2011,0,CFNR,25,1,2,21,3,4,0,0,
4812-12908,Ella Alsop,F,1,BSF-2011,0,CFNR,31,1,2,21,3,7,2,0,
3514-57956,Gavin Abraham,M,1,BSF-2011,0,CFNR,45,2,2,21,3,7,10,0,
2102-35560,Diana Martin,M,1,BSF-2011,0,CFNR,31,1,2,21,3,7,2,0,
2076-87068,Adrian Vance,M,1,BSF-2011,0,CFNR,58,2,3,21,3,7,4,0,
3824-33437,Alexander Wilson,F,1,BSF-2011,0,CFNR,37,1,2,21,3,7,8,0,
3927-29787,Carol Newman,M,1,BSF-2011,0,CFNR,28,1,2,21,3,7,1,0,
0184-14664,Evan Clark,F,1,BSF-2011,0,CFNR,51,2,2,21,3,7,7,0,
8035-18438,Dominic Smith,M,1,BSF-2011,0,CFNR,16,1,1,18,3,6,0,0,
1670-68788,Isaac Marshall,M,1,CertFor,0,CFNR,36,3,2,16,3,3,0,0,
3721-15457,Anna Davies,M,1,CertFor,0,CFNR,52,3,2,16,3,2,0,0,
5742-72143,Gordon Reid,F,1,CertFor,0,CFNR,62,4,2,15,3,2,0,0,
1875-79036,Rachel Randall,M,1,BSF-2011,0,CFNR,34,1,2,21,3,7,2,0,
2924-57706,Hannah Campbell,M,1,BSF-2011,0,CFNR,34,1,2,21,3,7,10,0,
7264-12990,Kimberly Bower,F,1,BSF-2011,0,CFNR,31,1,2,21,3,7,10,0,
8453-53978,Neil Underwood,F,1,BSF-2011,0,CFNR,31,1,2,21,3,7,6,0,
1569-04225,Alison White,M,1,BSF-2011,0,CFNR,31,1,2,21,3,7,2,0,
6750-95850,Victoria Hughes,F,1,BSF-2011,0,CFNR,45,2,2,21,3,7,9,0,
3804-97272,Julia Morrison,M,1,BSF-2011,0,CFNR,85,3,3,21,3,7,5,0,
5333-32874,Heather Quinn,M,1,BSF-2011,0,CFNR,16,1,1,18,3,6,0,0,
1050-95261,Robert Sanderson,F,1,BSF-2011,0,CFNR,16,1,1,18,3,6,0,0,
9667-63026,Ella Davidson,M,1,CertFor,0,CFNR,15,1,1,18,3,4,0,0,
6093-82867,Donna Hudson,M,1,BSN-2011,0,CHE,99,3,3,23,3,6,0,0,
1556-16171,Joshua Ogden,F,1,BSMATH-2011,0,CAS,99,3,4,18,3,7,0,0,
0703-58913,Phil Russell,F,1,BSDC-2011,0,CDC,96,3,4,18,3,7,4,0,
4456-21781,Ian Wallace,F,1,BSDC-2011,0,CDC,96,3,4,18,3,7,4,0,
8824-11812,Max Mathis,M,1,BSA-2011,0,CA,108,3,4,21,3,9,3,0,
1382-50181,Richard Lee,F,1,BSABM-2011,0,CEM,119,4,4,18,3,6,1,0,
1455-57037,Jacob Greene,M,1,BSA-2011,0,CA,72,2,3,21,3,9,3,0,
1283-28610,Dominic Sharp,M,1,BSABE-2011,0,CEAT,111,3,4,20,3,8,1,0,
0926-88225,Andrew Berry,F,1,BSBIO-2011,0,CAS,116,3,4,19,3,6,0,0,
8212-98835,Rebecca Bailey,F,1,BACA-2011-PR,0,CAS,102,3,4,18,3,5,0,0,
5320-34696,Hannah Parr,M,1,BSABM-2011,0,CEM,104,3,4,18,3,6,3,0,
9057-27257,Dan Peters,M,1,BSDC-2011,0,CDC,117,4,4,18,3,7,3,0,
3634-52668,James Manning,F,1,BACA-2002-WR-PR,0,CAS,108,4,4,18,3,6,0,0,
1027-88761,Christian Watson,F,1,BSN-2011,0,CHE,90,3,3,23,3,5,0,0,
2463-26077,Lucas Smith,F,1,BACA-2011-PR,0,CAS,108,4,4,18,3,4,0,0,
0224-21448,Anne Arnold,F,1,BSDC-2011,0,CDC,108,3,4,18,3,8,3,0,
5890-85348,Yvonne McGrath,M,1,BSA-2011-PR,0,CA,108,3,4,21,3,8,3,0,
6341-81699,Lily Chapman,M,2,BSDC-2011,0,CDC,111,3,4,18,3,7,2,0,
4383-81053,Blake Fraser,F,1,BSN-2011,0,CHE,119,4,4,19,3,6,0,0,
5389-21945,Carolyn Davidson,F,1,BSHE-2011,0,CHE,80,3,3,21,3,7,3,0,
9405-33875,Michelle Parr,M,1,BACA-2011-PR,0,CAS,117,4,4,18,3,6,0,0,
5758-51479,Sally Skinner,F,1,BSMATH-2011,0,CAS,87,3,4,18,3,7,4,0,
7518-04617,Neil Marshall,F,1,BASOC-2012-PR,0,CAS,111,4,4,21,3,6,0,0,
3677-17008,Natalie Rutherford,F,1,BSAECO-2011,0,CEM,116,4,4,18,3,8,2,0,
5759-12936,Michelle Forsyth,F,1,BACA-2011-PR,0,CAS,99,3,4,18,3,7,1,0,
7686-88032,Fiona Peters,F,1,BSDC-2011,0,CDC,90,3,3,18,3,6,4,0,
0627-12985,Jane Parr,F,1,BSN-2011,0,CHE,90,3,3,23,3,5,0,0,
9918-87670,Fiona Lee,F,1,BACA-2002-WR-PR,0,CAS,105,3,4,18,3,3,0,0,
9797-27804,Charles Short,M,1,BSABM-2011,0,CEM,83,3,3,18,3,7,6,0,
2956-44980,Max Nash,F,1,BSFT-2011,0,CA,106,3,4,20,3,8,4,0,
5077-56690,Elizabeth Campbell,F,1,BSABE-2011,0,CEAT,116,3,4,20,3,6,2,0,
3755-92047,Emma Carr,F,1,BSBIO-2011,0,CAS,105,3,4,19,3,6,3,0,
3524-50826,Rose Ross,F,1,BSA-2011,0,CA,34,1,2,18,3,8,2,0,
3932-81369,Heather Quinn,F,1,BSFT-2011,0,CA,120,4,4,20,3,7,3,0,
5688-83053,Victoria Hughes,F,1,BACA-2011,0,CAS,75,3,3,18,3,8,4,0,
1432-75139,Carl Vance,F,1,BSCHEM-2011,0,CAS,87,3,3,19,3,6,1,0,
5047-41574,Kimberly Hart,M,1,BSA-2011,0,CA,123,4,4,21,3,7,1,0,
3726-51410,Michelle Forsyth,F,1,BSDC-2011,0,CDC,108,3,4,18,3,8,3,0,
5839-00988,Ian Wallace,F,1,BSDC-2011,0,CDC,108,3,4,18,3,7,3,0,
2061-15981,Isaac Marshall,M,1,BSDC-2011,0,CDC,87,3,3,18,3,8,4,0,
1767-94068,Austin Lyman,F,1,BSAM-2011,0,CAS,114,4,4,18,3,5,0,0,
4960-37007,Adam MacLeod,F,1,BSN-2011,0,CHE,119,4,4,19,3,7,0,0,
9906-96465,Julia Langdon,F,1,BSABM-2011,0,CEM,110,4,4,18,3,7,4,0,
